gene_id	ncbi_refseq	eff_length	tpm_1d_rep1	tpm_1d_rep2	tpm_1d_rep3	tpm_10d_rep1	tpm_10d_rep2	tpm_10d_rep3	tpm_10d_rep4	mean_tpm_1d	mean_tpm_10d	pvalue	qvalue	log2fc	regulation	tair_description	at_accession	at_evalue	regulation_label
Nitab4.5_0000271g0150.1	XM_016632885.1	249	369.747249	566.078638	403.828307	247.866913	0	0	40.402389	396.88027675	13.467463	1.05366367132187e-10	2.664613909004e-9	-5.26782439231828	2	NA	NA	NA	DOWN
Nitab4.5_0000316g0130.1	XM_016630312.1	2637	0	0	0	0	4.996417	3.516657	4.253561	0	4.255545000000001	1.59982040643914e-11	4.57469306304083e-10	5.2633809676189	1	NA	AT2G38800.1	2.9999999999999999E-30	UP
Nitab4.5_0003726g0080.1	XM_016603516.1	8668	3.29312	2.26523	2.345959	1.873694	0	0.14697	0	2.44450075	0.04899	2.75736866373345e-16	1.61454540525685e-14	-5.26144172915438	2	POK2: phragmoplast orienting kinesin 2	AT3G19050.1	0	DOWN
Nitab4.5_0003563g0050.1	XM_016637521.1	546	21.027211	8.096535	14.123195	25.81855	0	0	0	17.26637275	0	3.21675898079306e-16	1.854997678924e-14	-5.2514412133511	2	ENODL15, AtENODL15: early nodulin-like protein 15	AT4G31840.1	4.0000000000000001E-53	DOWN
Nitab4.5_0000008g0060.1	XM_016624190.1	693	5.488229	0	0	0	61.990845	30.634014	77.022696	1.37205725	56.549185	4.4849230314953e-8	7.00148361684623e-7	5.25059831610983	1	ATGSTU8, GSTU8: glutathione S-transferase TAU 8	AT3G09270.1	1.9999999999999998E-71	UP
Nitab4.5_0002337g0030.1	XM_016599192.1	675	8.021796	11.653738	13.926843999999999	7.024015	0	0	0	10.15659825	0	6.02867421990498e-9	1.12531309862474e-7	-5.24742277864464	2	Chalcone-flavanone isomerase family protein	AT5G66230.1	2.9999999999999997E-4	DOWN
Nitab4.5_0000187g0090.1	XM_016653526.1	1401	0	0	0	0	6.45157	5.150581	13.42289	0	8.341680333333334	5.1045171424307e-10	1.14957350556753e-8	5.24334279033442	1	NA	NA	NA	UP
Nitab4.5_0001778g0140.1	XM_016577979.1	888	4.764721	12.853983	3.953797	8.069061	0	0	0	7.4103905	0	8.72297858980152e-11	2.2296612835987e-9	-5.24308605953333	2	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	NA	NA	DOWN
Nitab4.5_0005710g0010.1	XM_016630063.1	444	25.072883	72.826853	39.293118	43.297569	0.393836	0	1.157323	45.122605750000005	0.5170530000000001	9.06761078042624e-18	6.58613103631723e-16	-5.24308105999908	2	NA	NA	NA	DOWN
Nitab4.5_0000678g0040.1	XM_016607850.1	1845	4.560311	9.29446	13.42793	7.378408	0	0	0	8.665277249999999	0	1.28507144807273e-8	2.2549478706154e-7	-5.24138025906744	2	NEK1: NIMA-related serine/threonine kinase 1	AT1G54510.3	3E-153	DOWN
Nitab4.5_0009399g0020.1	XM_016591645.1	285	7.936256	0	0	0	165.801252	270.949972	80.765303	1.984064	172.505509	1.56730992271389e-8	2.69430061691467e-7	5.23702554782711	1	NA	NA	NA	UP
Nitab4.5_0003295g0140.1	XM_016646807.1	1380	22.344477	36.947011	9.976406	28.878393	0.844822	0	0	24.53657175	0.2816073333333333	2.45444843614903e-17	1.68926414972572e-15	-5.23257542721594	2	unknown protein similar to AT1G04030.1	AT1G04030.1	1.9999999999999999E-72	DOWN
Nitab4.5_0000203g0240.1	XM_016656469.1	990	0	0	0	0	13.827018	3.872478	9.987776	0	9.229090666666666	9.31394121663875e-11	2.36957622129192e-9	5.23244025987239	1	SRO2: similar to RCD one 2	AT1G23550.1	3.9999999999999999E-64	UP
Nitab4.5_0003041g0050.1	XM_016612718.1	975	0	0	0	0	11.7058	8.813877	9.383584	0	9.967753666666667	2.24570852807887e-10	5.33808791522304e-9	5.23194966576338	1	Glycosyl hydrolase family protein with chitinase insertion domain	AT4G19810.1	2E-150	UP
Nitab4.5_0000057g0200.1	XM_016624665.1	780	0	0	0	0	10.924876	14.093265	6.320151	0	10.446097333333332	7.27058232348925e-9	1.33165718590953e-7	5.22928263343215	1	NA	NA	NA	UP
Nitab4.5_0005718g0010.1	XM_016635589.1	312	402.98883	652.242645	761.741052	585.817452	31.034984	8.048347	0	600.69749475	13.027777	1.29276241486592e-11	3.76742247395076e-10	-5.22800932288307	2	Histone superfamily protein	NA	NA	DOWN
Nitab4.5_0003875g0020.1	XM_016651433.1	477	0	0	0	0	23.627793	13.967034	74.545733	0	37.38018666666667	2.81629909121836e-10	6.58809732094472e-9	5.22642607564965	1	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AT4G12480.1	9.9999999999999993E-40	UP
Nitab4.5_0002234g0030.1	XM_016593635.1	1431	9.292042	3.897761	4.790021	5.923654	0	0	0	5.9758695	0	1.27336786156464e-13	5.05363720658501e-12	-5.22608387538344	2	CYP87A2: cytochrome P450, family 87, subfamily A, polypeptide 2	AT1G12740.1	0	DOWN
Nitab4.5_0004308g0060.1	XM_016653141.1	1791	5.914737	7.449089	6.868571	5.086624	0	0	0	6.32975525	0	3.93405099617101e-10	9.03075880061934e-9	-5.22317805623899	2	Plant protein of unknown function (DUF936)	AT1G23790.1	0	DOWN
Nitab4.5_0001716g0010.1	XM_016613070.1	1317	4.130476	19.443303	9.935256	2.131482	0	0	0	8.91012925	0	3.11726298996097e-14	1.34211571717098e-12	-5.22144209355276	2	NA	NA	NA	DOWN
Nitab4.5_0000092g0040.1	XM_016605536.1	2586	0.28217	0	0	0	7.534728	5.085317	14.134523	0.0705425	8.918189333333332	2.85051024532774e-8	4.65620204170218e-7	5.22082614737672	1	ATATG18F, ATG18F, G18F: homolog of yeast autophagy 18 (ATG18) F	AT5G54730.1	9.9999999999999998E-172	UP
Nitab4.5_0000143g0490.1	XM_016621951.1	1374	5.290338	10.972243	5.045045	7.370826	0	0	0	7.169613	0	1.25610186037763e-12	4.25331288309364e-11	-5.21593873631703	2	ATEHD1, EHD1: EPS15 homology domain 1	AT4G05520.1	0	DOWN
Nitab4.5_0007327g0030.1	XM_016623429.1	1877	8.262133	8.356078	5.498203	5.034061	0	0	0	6.787618750000001	0	1.29394701945908e-16	8.02078559619098e-15	-5.21442967438283	2	PMEAMT, AtPMEAMT: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G18000.1	0	DOWN
Nitab4.5_0002214g0060.1	XM_016621117.1	522	7.01408	0	0	0	42.680123	68.907594	127.794304	1.75352	79.79400700000001	6.32558520218674e-8	9.59170409542739e-7	5.21168998465324	1	Adenine nucleotide alpha hydrolases-like superfamily protein	AT3G03270.2	4.9999999999999996E-72	UP
Nitab4.5_0000527g0080.1	XM_016656102.1	3207	5.526403	8.243484	7.744932	13.301274	0.398056	0	0	8.70402325	0.13268533333333335	2.77938961722888e-9	5.53840674511682e-8	-5.20555051121283	2	ATP binding microtubule motor family protein	AT2G37420.1	0	DOWN
Nitab4.5_0003137g0050.1	XM_016630123.1	1545	13.839852	24.945233	15.072562	10.708374	0	0.616381	0	16.14150525	0.20546033333333333	7.01361938339222e-12	2.11185406433471e-10	-5.2034128370327	2	SAP domain-containing protein	AT5G66840.1	3.0000000000000001E-62	DOWN
Nitab4.5_0000180g0140.1	XM_016624436.1	1113	1.826544	6.172884	0.553721	1.314132	313.3269	453.755611	219.647127	2.46682025	328.9098793333333	2.27820889104085e-30	5.74229340351091e-28	5.2031398688993	1	Glycosyl hydrolase superfamily protein	AT4G16260.1	3E-131	UP
Nitab4.5_0004439g0100.1	XM_016615956.1	1092	18.704834	6.998906	4.863719	7.90922	0	0	0	9.619169750000001	0	1.35031458465327e-12	4.55411991114323e-11	-5.199195270166	2	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT4G23340.1	5.0000000000000003E-129	DOWN
Nitab4.5_0000255g0010.1	XM_016596699.1	4224	2.281053	2.31009	1.9545	1.233935	0	0	0	1.9448945	0	1.12131270348906e-10	2.83005049700224e-9	-5.19494189831939	2	NA	AT1G22060.1	2.9999999999999997E-4	DOWN
Nitab4.5_0009514g0070.1	NA	708	0.708489	0	1.987134	0	74.187302	56.061893	81.688045	0.67390575	70.64574666666665	2.07742395699017e-8	3.48926548115824e-7	5.18662348744055	1	PLATZ transcription factor family protein	NA	NA	UP
Nitab4.5_0004342g0010.1	XM_016631613.1	2319	5.248915	2.551228	6.351443	6.826609	0	0	0	5.24454875	0	1.93679826973299e-10	4.66843205484721e-9	-5.17842430806013	2	ATP binding microtubule motor family protein	AT1G18550.1	0	DOWN
Nitab4.5_0004195g0010.1	XM_016621948.1	1185	5.181746	10.090047	5.909736	4.979794	0	0	0	6.540330750000001	0	1.46122353249114e-11	4.21000512086396e-10	-5.17798652386197	2	Pectin lyase-like superfamily protein	AT3G53190.1	0	DOWN
Nitab4.5_0004969g0050.1	XM_016620424.1	690	7.939212	0	0	0	66.850689	54.844618	103.332618	1.984803	75.00930833333332	8.385116030186e-6	7.74981826393587e-5	5.17622279993657	1	OXS3, ATOXS3: oxidative stress 3	AT5G56550.1	4.9999999999999999E-20	UP
Nitab4.5_0008292g0020.1	XM_016652421.1	639	0.50274	0	0	0	80.259866	10.19762	30.899404	0.125685	40.45229666666667	4.84616573738438e-10	1.09462948347092e-8	5.1738296032301	1	ATGSTU8, GSTU8: glutathione S-transferase TAU 8	AT3G09270.1	1.9999999999999998E-71	UP
Nitab4.5_0013087g0020.1	XM_016656927.1	510	5.753572	9.049474	2.256045	0.771018	1271.065204	1407.729556	933.600863	4.45752725	1204.1318743333334	6.95645609188127e-23	9.28991995989477e-21	5.17103704103249	1	Serine protease inhibitor, potato inhibitor I-type family protein	NA	NA	UP
Nitab4.5_0001793g0150.1	XM_016596508.1	2103	0	0	0	0	3.437689	7.776313	7.780372	0	6.3314580000000005	3.902911105689e-8	6.17928127766814e-7	5.16835216215746	1	ATFRO8, FRO8: ferric reduction oxidase 8	AT5G50160.1	0	UP
Nitab4.5_0007109g0010.1	XM_016627452.1	885	0	0	0	0	5.041805	4.289867	19.62995	0	9.653874	8.2401770757444e-9	1.49343399763253e-7	5.16660378596443	1	NA	AT1G61260.1	7.0000000000000001E-52	UP
Nitab4.5_0000629g0040.1	XM_016614855.1	3081	0	0	0	0	4.785714	2.108545	2.986097	0	3.293452	1.72358284033854e-14	7.65455809839963e-13	5.16286913139209	1	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	NA	NA	UP
Nitab4.5_0000468g0230.1	XM_016626784.1	1587	0	2.117524	0	0	12.738282	25.325223	15.673721	0.529381	17.912408666666668	3.29288099251149e-8	5.29700129226489e-7	5.1626750026015	1	Plant protein of unknown function (DUF946)	AT2G44260.1	0	UP
Nitab4.5_0020239g0010.1	XM_016655818.1	1146	6.584582	33.571697	5.036297	11.359779	0	0	0	14.138088749999998	0	9.82377938794232e-9	1.76115423224251e-7	-5.16240551817734	2	GDSL-like Lipase/Acylhydrolase superfamily protein	NA	NA	DOWN
Nitab4.5_0002208g0070.1	XM_016607677.1	1128	19.187509	5.763952	6.496941	5.622781	0	0	0	9.26779575	0	1.6533511891462e-9	3.43298124707607e-8	-5.15976385926087	2	Calcium-dependent phosphotriesterase superfamily protein	AT3G57030.1	5.0000000000000002E-169	DOWN
Nitab4.5_0000512g0110.1	XM_016653104.1	729	6.310858	0	0	0	36.632869	51.174358	41.724977	1.5777145	43.177401333333336	2.09627663443393e-7	2.80732894815466e-6	5.15755468560214	1	RMA1, ATRMA1: RING membrane-anchor 1	AT4G03510.2	1E-59	UP
Nitab4.5_0001198g0270.1	XM_016649680.1	1596	4.736576	4.571271	7.160564	4.037244	0	0	0	5.12641375	0	7.02579026494742e-11	1.81535354707331e-9	-5.15585404019433	2	ATEHD1, EHD1: EPS15 homology domain 1	AT4G05520.1	0	DOWN
Nitab4.5_0003926g0020.1	XM_016601914.1	1020	2.168588	10.899298	5.091939	6.264132	0	0	0	6.1059892499999995	0	7.61064327912943e-14	3.11798797851094e-12	-5.14982436675753	2	EXL1: EXORDIUM like 1	NA	NA	DOWN
Nitab4.5_0000923g0100.1	XM_016597697.1	1536	0	0	0	0	4.857739	2.619094	7.633542	0	5.036791666666667	2.06342517749124e-8	3.46728310177999e-7	5.14848693696331	1	ATGSTU19, GST8, GSTU19: glutathione S-transferase TAU 19	AT1G17180.1	9.9999999999999993E-103	UP
Nitab4.5_0003465g0060.1	XM_016622161.1	1519	0	0	0	0.611325	9.291711	13.962375	11.291121	0.15283125	11.515069000000002	1.31293087331475e-8	2.30171114870379e-7	5.14434366265522	1	SPHK1: sphingosine kinase 1	AT4G21540.1	0	UP
Nitab4.5_0001675g0100.1	XM_016602380.1	375	4.455078	16.428879	15.082317	21.465118	0	0	0	14.357848	0	1.94639849968468e-8	3.29683697810409e-7	-5.14303318050698	2	PAR1, HLH1: phy rapidly regulated 1	AT2G42870.1	2.9999999999999999E-22	DOWN
Nitab4.5_0001318g0030.1	XM_016608932.1	432	16.808407	17.886838	14.13724	11.556637	0	0	0	15.0972805	0	4.24248323478373e-10	9.67459028854817e-9	-5.14288561526506	2	NA	AT3G26050.1	3.9999999999999998E-29	DOWN
Nitab4.5_0002300g0110.1	XM_016612548.1	1581	7.939616	5.616781	4.542866	6.372478	0	0	0	6.11793525	0	6.91781350298647e-11	1.78988430947427e-9	-5.14166489466947	2	MYB33, ATMYB33: myb domain protein 33	AT5G06100.1	1.9999999999999999E-74	DOWN
Nitab4.5_0009172g0030.1	XM_016649941.1	993	0.579174	0	0	0	18.799882	12.571662	9.108601	0.1447935	13.493381666666666	5.08485385269272e-8	7.8766600583429e-7	5.13621931891221	1	NA	AT4G18380.2	1.9999999999999999E-60	UP
Nitab4.5_0000376g0050.1	XM_016605799.1	804	0	0	0	0	9.376568	3.791333	12.356116	0	8.508005666666667	8.68800280286038e-11	2.22221362014023e-9	5.13370497432252	1	NA	NA	NA	UP
Nitab4.5_0000381g0020.1	XM_016597352.1	822	2.553503	0	0	0	56.827692	13.520528	36.523993	0.63837575	35.624070999999994	1.5415593747463e-10	3.78527418082865e-9	5.13319435613666	1	Protein of unknown function (DUF567)	AT5G01750.2	6.9999999999999994E-95	UP
Nitab4.5_0003241g0040.1	XM_016620672.1	867	2.297362	6.6561	8.818636	3.729586	0	0	0	5.375421	0	1.72019324494593e-8	2.9385347801904e-7	-5.13000244464892	2	unknown protein similar to AT2G01990.1	AT2G01990.1	9.0000000000000004E-49	DOWN
Nitab4.5_0000302g0040.1	XM_016624155.1	954	44.956766	40.672374	31.56753	33.764544	0	2.680811	0.12715	37.7403035	0.9359869999999999	1.11327359264974e-12	3.80351821689849e-11	-5.12912142760128	2	SYP111, KN, ATSYP111: syntaxin  of plants 111	AT1G08560.1	2.9999999999999999E-144	DOWN
Nitab4.5_0003658g0020.1	XM_016657364.1	2004	0.297587	0	0	0	14.361488	2.119173	15.087464	0.07439675	10.522708333333332	5.32602799811587e-8	8.22347365550872e-7	5.12838262221181	1	BIP, BIP2: Heat shock protein 70 (Hsp 70) family protein	AT5G42020.1	0	UP
Nitab4.5_0003076g0010.1	XM_016627249.1	897	0.46238	12.186532	15.847883	9.372708	0	0	0	9.467375749999999	0	7.66770316264509e-14	3.13461635199003e-12	-5.12835160197482	2	NA	NA	NA	DOWN
Nitab4.5_0000775g0180.1	XM_016595565.1	807	5.307255	9.949894	8.906925	5.494958	0	0	0	7.414758	0	6.69174171367636e-8	1.00786580776621e-6	-5.12731761707731	2	NA	AT4G35987.1	1.6	DOWN
Nitab4.5_0000402g0070.1	XM_016593402.1	3459	8.111698	6.593547	11.99418	5.796154	0.446478	0	0	8.12389475	0.14882599999999999	1.52778354734683e-15	7.96540298794797e-14	-5.12671224834733	2	Di-glucose binding protein with Kinesin motor domain	AT2G22610.2	0	DOWN
Nitab4.5_0002049g0040.1	XM_016612743.1	330	7.789128	0	0	9.138357	441.261415	121.399155	383.29843	4.231871249999999	315.3196666666667	4.65000157912872e-9	8.88449096895779e-8	5.12626276073542	1	Chaperone DnaJ-domain superfamily protein	AT2G35795.1	3E-49	UP
Nitab4.5_0000188g0090.1	XM_016577564.1	465	0	0	0	0	40.249197	19.718166	26.434657	0	28.800673333333336	2.21975701592109e-11	6.22120412562272e-10	5.1255649110766	1	Chaperone DnaJ-domain superfamily protein	NA	NA	UP
Nitab4.5_0012975g0010.1	XM_016642971.1	2412	4.563182	2.595598	6.704341	6.921573	0	0	0	5.1961735000000004	0	1.26886550586727e-10	3.16883340900972e-9	-5.12503951953571	2	ATCHX18, CHX18: cation/H+ exchanger 18	AT5G41610.1	0	DOWN
Nitab4.5_0000515g0060.1	XM_016579785.1	1212	0	0	0	0	7.771167	2.687135	12.726267	0	7.728189666666666	6.37958309669223e-8	9.66588107723353e-7	5.12372327032201	1	Glutaredoxin family protein	AT3G57070.1	1.9999999999999999E-104	UP
Nitab4.5_0011687g0020.1	XM_016597971.1	1548	8.368028	5.411013	10.792015	10.325324	0	0.116364	0	8.724095	0.038787999999999996	1.00446428086774e-12	3.44557755758654e-11	-5.12289354924074	2	TPX2: targeting protein for XKLP2	AT1G03780.2	4.0000000000000001E-59	DOWN
Nitab4.5_0000073g0400.1	XM_016618976.1	2645	0.181312	1.208402	0.258735	0	21.599804	39.851782	38.619473	0.41211224999999996	33.357019666666666	2.96402528650053e-9	5.86030142359533e-8	5.12226896161714	1	SUS4, ATSUS4: sucrose synthase 4	AT3G43190.1	0	UP
Nitab4.5_0000283g0320.1	XM_016584609.1	1839	14.847858	26.150376	11.581224	13.654625	0	1.163594	0	16.55852075	0.3878646666666667	6.09872779227729e-7	7.38522366446305e-6	-5.12121667810927	2	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain	AT2G16750.1	2E-176	DOWN
Nitab4.5_0007882g0010.1	XM_016636502.1	911	0.291059	0	0	0	19.931737	11.979887	20.517313	0.07276475	17.476312333333333	8.57955996838649e-8	1.25688241877132e-6	5.11863652325952	1	PCR2: PLANT CADMIUM RESISTANCE 2	AT1G14870.1	2E-66	UP
Nitab4.5_0006802g0040.1	XM_016624202.1	1542	2.026311	11.083742	6.83447	7.916939	0	0	0	6.9653655	0	4.2006403057197e-9	8.0704881391061e-8	-5.11328842603253	2	Transducin/WD40 repeat-like superfamily protein	AT3G27640.1	0	DOWN
Nitab4.5_0006583g0010.1	XM_016657016.1	1257	17.872332	15.10207	15.84291	11.190166	0.49773	0	0	15.0018695	0.16591	1.52608346976913e-30	3.95120658907572e-28	-5.1107987744765	2	F-box family protein	NA	NA	DOWN
Nitab4.5_0000929g0060.1	XM_016619764.1	2199	4.86218	10.529494	2.638612	4.436757	0	0	0	5.61676075	0	2.76970798383895e-16	1.6192793527636e-14	-5.11047021430908	2	Leucine-rich repeat protein kinase family protein	AT5G67200.1	0	DOWN
Nitab4.5_0002545g0050.1	XM_016601740.1	1514	0	0	0	1.17334	19.066198	7.469788	15.470159	0.293335	14.002048333333335	6.14533571828175e-8	9.34818055306968e-7	5.10778012395785	1	CYP72A15: cytochrome P450, family 72, subfamily A, polypeptide 15	AT3G14690.1	0	UP
Nitab4.5_0000008g0270.1	XM_016635322.1	396	0	0	0	4.122095	53.317712	46.732593	67.134014	1.03052375	55.728106333333336	1.3432567233313e-9	2.84024171611052e-8	5.10587132892623	1	HSP20-like chaperones superfamily protein	NA	NA	UP
Nitab4.5_0000403g0130.1	XM_016622991.1	1161	2.820419	0	0	0	18.915666	33.306778	14.866387	0.70510475	22.362943666666666	7.03125936169411e-9	1.29280063432888e-7	5.104820858912	1	Protein of unknown function (DUF760)	AT3G07310.1	2E-116	UP
Nitab4.5_0011081g0020.1	XM_016630354.1	727	0.408711	0	0	0	33.251098	9.773336	43.894452	0.10217775	28.972962	3.8434508053067e-8	6.08999740424534e-7	5.10048735380634	1	PCR2: PLANT CADMIUM RESISTANCE 2	AT1G14870.1	8.0000000000000005E-63	UP
Nitab4.5_0003888g0010.1	XM_016599123.1	300	0	0	0	0	60.041889	36.856384	61.929663	0	52.94264533333333	3.11808976267076e-13	1.16576126097494e-11	5.09831605383584	1	NA	NA	NA	UP
Nitab4.5_0021258g0010.1	XM_016602051.1	696	6.334135	17.570678	2.899079	14.427892	0	0	0	10.307946000000001	0	4.34572311850014e-19	3.77621511164647e-17	-5.09553432828042	2	EXL5: EXORDIUM like 5	NA	NA	DOWN
Nitab4.5_0000036g0260.1	XM_016632657.1	2073	6.770076	3.252446	3.74997	3.412808	0	0	0	4.2963249999999995	0	3.69293507403587e-8	5.88827435767931e-7	-5.09478325451011	2	NA	NA	NA	DOWN
Nitab4.5_0000980g0290.1	XM_016591148.1	558	9.325794	0	0	0	104.76629200000001	54.52449	99.923004	2.3314485	86.40459533333335	2.14830744660157e-8	3.60196393910377e-7	5.09333172542775	1	NA	AT1G75750.2	4.9999999999999997E-30	UP
Nitab4.5_0000322g0010.1	XM_016582955.1	252	65.36782	126.693662	49.335658	64.445875	0	0	0	76.46075375000001	0	3.3840905482336e-12	1.07153482750225e-10	-5.0928021288656	2	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrial respiratory chain complex III; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G46430.1).	NA	NA	DOWN
Nitab4.5_0001467g0020.1	XM_016626147.1	819	0	0	0	0	5.18382	10.168045	10.520729	0	8.624198	1.96573604332113e-8	3.32515172483565e-7	5.09242396413622	1	HB-4, WOX13, ATWOX13: WUSCHEL related homeobox 13	AT4G35550.1	5.0000000000000002E-85	UP
Nitab4.5_0004333g0020.1	XM_016640984.1	710	0	0	0	4.828599	65.922408	45.210343	41.055668	1.20714975	50.729473000000006	7.02647872764553e-8	1.05369495813313e-6	5.08691414254683	1	PSAE-2: photosystem I subunit E-2	AT2G20260.1	4.9999999999999998E-39	UP
Nitab4.5_0000472g0110.1	XM_016578710.1	3078	1.893769	5.834114	2.426939	3.27501	0	0	0	3.357458	0	2.17899774789504e-9	4.44679111447105e-8	-5.08674683653723	2	NA	AT5G52950.1	8.0000000000000002E-127	DOWN
Nitab4.5_0002167g0060.1	XM_016587684.1	918	0	0	0	0	6.131736	6.468179	7.234125	0	6.611346666666666	7.08193695882011e-8	1.05950676357191e-6	5.08672078011129	1	Protein of unknown function (DUF506)	NA	NA	UP
Nitab4.5_0000572g0070.1	XM_016617831.1	684	8.430784	6.099722	12.899251	18.484905	0	0	0	11.4786655	0	2.49903930155372e-9	5.02448155399548e-8	-5.08636760095647	2	unknown protein similar to AT3G14190.1	AT3G14190.1	3.0000000000000001E-12	DOWN
Nitab4.5_0001241g0050.1	XM_016603927.1	2466	6.172001	1.832146	6.970074	6.434422	0	0	0	5.3521607499999995	0	1.85578350735203e-15	9.57061250539544e-14	-5.08385430081119	2	DRP5A: Dynamin related protein 5A	AT1G53140.1	0	DOWN
Nitab4.5_0002853g0100.1	XM_016585628.1	846	0	0	0	0	5.094563	8.876376	17.768151	0	10.579696666666667	6.06262196859566e-8	9.24082467459956e-7	5.08358555112627	1	AtPP2-A12, PP2-A12: phloem protein 2-A12	AT1G12710.1	4E-125	UP
Nitab4.5_0000108g0210.1	XR_001647407.1	468	2.346763	0	0	0	39.065397	96.126058	44.938917000000004	0.58669075	60.04345733333333	6.80325629828599e-8	1.02344638226389e-6	5.08001699239236	1	ASY1, ATASY1: DNA-binding HORMA family protein	NA	NA	UP
Nitab4.5_0000915g0050.1	XM_016658124.1	513	8.167375	10.65496	27.839334	6.01422	0	0	0	13.168972250000001	0	2.58212489011069e-10	6.08895125883598e-9	-5.07867037000645	2	NA	NA	NA	DOWN
Nitab4.5_0008292g0010.1	XM_016652429.1	816	0	0	0	0	11.902257	8.429342	7.521896	0	9.284498333333334	2.90180782170602e-9	5.75522697728667e-8	5.0779104301507	1	ATGSTU8, GSTU8: glutathione S-transferase TAU 8	AT3G09270.1	6E-68	UP
Nitab4.5_0002521g0010.1	XM_016633120.1	750	0	0	0	0	8.387671	10.471038	8.011568	0	8.956759	6.0956192451837e-8	9.27997073886767e-7	5.07662368658699	1	ZFP4: zinc finger protein 4	AT1G66140.1	2.9999999999999999E-48	UP
Nitab4.5_0004920g0030.1	XM_016588321.1	963	1.968148	0	1.299185	1.288579	158.710002	59.862069	115.426248	1.1389779999999998	111.33277299999999	2.60045586277033e-10	6.12080087427575e-9	5.07438919462204	1	HSP20-like chaperones superfamily protein	AT1G53540.1	7.0000000000000002E-84	UP
Nitab4.5_0003176g0020.1	XM_016625956.1	1240	0.341302	0	0	0	9.665945	15.607206	5.173025	0.0853255	10.148725333333333	9.64569023460521e-8	1.39322569384848e-6	5.07063166740052	1	ARM repeat superfamily protein	AT3G01400.1	0	UP
Nitab4.5_0000766g0040.1	XM_016646226.1	1815	4.006275	8.10991	3.12359	7.665498	0	0	0	5.726318249999999	0	6.41282654068512e-10	1.42150365834872e-8	-5.07053507487776	2	MS5, TDM1: Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G20900.1	1.0000000000000001E-101	DOWN
Nitab4.5_0010010g0010.1	XM_016609741.1	1024	0.410006	1.556265	0	0.410689	67.130289	90.312109	53.155125	0.59424	70.19917433333335	1.21819728076238e-7	1.7121339920907e-6	5.066221327805	1	Galactose mutarotase-like superfamily protein	AT3G47800.1	1E-168	UP
Nitab4.5_0000139g0140.1	XM_016626752.1	2382	0	0	0	0	4.210082	2.491469	6.325311	0	4.342287333333334	5.60030734139936e-8	8.60160199409441e-7	5.06525811898199	1	LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF179 (InterPro:IPR003774), Thioredoxin fold (InterPro:IPR012335), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF179) (TAIR:AT1G33780.1).	AT3G19780.2	3.9999999999999998E-29	UP
Nitab4.5_0011635g0020.1	XM_016641685.1	1131	4.510432	15.713196	6.734076	3.639521	0	0	0	7.6493062499999995	0	1.41436774967581e-8	2.45802906633157e-7	-5.06485072808949	2	iqd8: IQ-domain 8	AT1G72670.1	6.9999999999999997E-107	DOWN
Nitab4.5_0000960g0100.1	XM_016632064.1	1017	15.057676	25.657622	12.297908	15.552248	2.062555	0	0	17.1413635	0.6875183333333333	8.4557992349536e-13	2.94984160295448e-11	-5.05825081895408	2	unknown protein similar to AT4G15790.1	AT4G15790.1	1.9999999999999999E-44	DOWN
Nitab4.5_0004024g0020.1	XR_001650108.1	945	0	0	0	0	25.359125	1.47574	12.50832	0	13.114395	7.91027311291878e-8	1.1718500957949e-6	5.05500177185399	1	NA	AT4G10710.1	9.9999999999999991E-22	UP
Nitab4.5_0002758g0050.1	XM_016607548.1	552	9.643637	28.178727	12.821366	10.867199	0	0	0	15.37773225	0	5.94266186660465e-8	9.07251145780076e-7	-5.05264634378578	2	unknown protein similar to AT5G01910.1	AT5G01910.1	4.0000000000000002E-33	DOWN
Nitab4.5_0000102g0010.1	XM_016658168.1	2062	0	0	0	0	4.138974	7.812738	3.8839	0	5.278537333333333	4.38013621208852e-11	1.17648542153909e-9	5.04871823296018	1	ASN2: asparagine synthetase 2	AT3G47340.1	0	UP
Nitab4.5_0000516g0100.1	XM_016593009.1	291	30.82385	63.945358	42.379125	53.405982	0	0	0	47.63857874999999	0	1.251230207499e-8	2.19759214108962e-7	-5.04813744572083	2	unknown protein similar to AT2G33847.1	AT2G33847.2	4.9999999999999999E-20	DOWN
Nitab4.5_0000476g0140.1	XM_016628038.1	650	24.222473	38.104712	42.284903	49.5023	4.616601	0	0	38.528597	1.538867	4.08456175548736e-13	1.50346634829641e-11	-5.03689467751492	2	VHA-G2, VAG2, VATG2: vacuolar ATP synthase subunit G2	AT4G23710.1	6.0000000000000004E-40	DOWN
